numeroControlePncpCompra,codigoPaisFornecedor,dataAtualizacao,orgaoEntidade,dataAssinatura,dataVigenciaInicio,dataVigenciaFim,niFornecedor,tipoPessoa,processo,orgaoSubRogado,unidadeOrgao,unidadeSubRogada,nomeRazaoSocialFornecedor,informacaoComplementar,numeroContratoEmpenho,categoriaProcesso,anoContrato,tipoContrato,sequencialContrato,dataPublicacaoPncp,niFornecedorSubContratado,nomeFornecedorSubContratado,dataAtualizacaoGlobal,numeroControlePNCP,receita,numeroParcelas,numeroRetificacao,tipoPessoaSubContratada,objetoContrato,valorInicial,valorParcela,valorGlobal,valorAcumulado,identificadorCipi,urlCipi,usuarioNome
37115383000153-1-000134/2024,BRA,2024-11-08T14:47:10,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-09-23,2024-09-23,2025-09-23,00800192000110,PJ,48340.002986/2024-11,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,TAPECARIA JOYCE LTDA,,2024NE000084,"{'id': 8, 'nome': 'Serviços'}",2024,"{'id': 7, 'nome': 'Empenho'}",33,2024-11-08T14:47:10,,,2024-11-08T14:47:10,37115383000153-2-000033/2024,False,1,0,,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO E INSTALAÇÃO DE CAPAS PROTETORASEM LAMINADO PVC TRANSPARENTE, PARA INSTALAÇÃO NOS ELEVADORES DE SERVIÇO E CARGA, ASEREM EXECUTADOS COM REGIME SEM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA.",15000.0,15000.0,15000.0,,,,Contratos.gov.br
37115383000153-1-000114/2024,BRA,2024-11-18T17:55:46,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-11-05,2024-11-27,2025-11-27,13258899000199,PJ,48340.002032/2024-09,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,SEFIX - GESTAO DE PROFISSIONAIS LTDA,,00033,"{'id': 8, 'nome': 'Serviços'}",2024,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",31,2024-11-06T10:13:11,,,2024-11-18T17:55:46,37115383000153-2-000031/2024,False,12,1,,"CONTRATAÇÃO DE SERVIÇOS CONTINUADOS DE SECRETARIADO, EM GRUPO ÚNICO, COM DISPONIBILIZAÇÃO DE MÃO DE OBRA EM REGIME DE DEDICAÇÃO EXCLUSIVA, NAS CATEGORIAS PROFISSIONAIS DE SECRETÁRIA EXECUTIVA, TÉCNICO EM SECRETARIADO E ENCARREGADO GERAL, A SEREM EXECUTADOS NAS DEPENDÊNCIAS DO MINISTÉRIO DE MINAS E ENERGIA (MME), EM BRASÍLIA-DF, NAS CONDIÇÕES  ESTABELECIDAS  NO TERMO DE REFERÊNCIA.",4178000.0,348166.6667,4178000.0,,,,Contratos.gov.br
37115383000153-1-000173/2024,BRA,2025-09-03T08:46:23,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-11-22,2024-11-22,2027-11-22,33683111000107,PJ,48340.003007/2024-34,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),,00035,"{'id': 2, 'nome': 'Compras'}",2024,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",34,2024-11-25T10:18:06,,,2025-09-03T08:49:57,37115383000153-2-000034/2024,False,1,1,,"O presente contrato tem por finalidade a prestação dos serviços técnicos especializados descritos no anexo - ""Descrição dos Serviços” deste Contrato.",9520.1,9520.1,9520.1,,,,Contratos.gov.br
37115383000153-1-000074/2024,BRA,2025-01-06T09:12:39,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-30,2024-12-30,2025-12-30,03017428000135,PJ,48330.000282/2023-34,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,NCT INFORMATICA LTDA,,00038,"{'id': 3, 'nome': 'Informática (TIC)'}",2024,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",36,2024-12-30T14:58:40,,,2025-01-06T09:12:39,37115383000153-2-000036/2024,False,1,0,,"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO PARA RENOVAR AS LICENÇAS DE EQUIPAMENTOS FIREWALLS, INCLUINDO GARANTIA DE ATUALIZAÇÃO CONTÍNUA E SUPORTE TÉCNICO, NOS TERMOS DA TABELA ABAIXO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.",790696.95,790696.95,790696.95,,,,Contratos.gov.br
37115383000153-1-000056/2023,BRA,2025-11-28T09:55:57,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-06,2024-12-06,2025-12-06,03585183000142,PJ,48300.000562/2023-08,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,FSB COMUNICACAO E PLANEJAMENTO ESTRATEGICO LTDA,,00036,"{'id': 8, 'nome': 'Serviços'}",2024,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",35,2024-12-10T15:21:57,,,2025-11-28T09:56:47,37115383000153-2-000035/2024,False,12,0,,"O OBJETO DA PRESENTE CONCORRÊNCIA É A CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS DE COMUNICAÇÃO INSTITUCIONAL, REFERENTES À: A) A PROSPECÇÃO, O PLANEJAMENTO, O DESENVOLVIMENTO, A IMPLEMENTAÇÃO, A MANUTENÇÃO E O MONITORAMENTO DE SOLUÇÕES DE COMUNICAÇÃO INSTITUCIONAL, NO SEU RELACIONAMENTO COM A IMPRENSA E NA SUA ATUAÇÃO EM RELAÇÕES PÚBLICAS, EM TERRITÓRIO NACIONAL E INTERNACIONAL, NO QUE COUBER; B) MANUTENÇÃO E MONITORAMENTO DAS AÇÕES E SOLUÇÕES DE COMUNICAÇÃO INSTITUCIONAL; E C) CRIAÇÃO E EXECUÇÃO TÉCNICA DE PROJETOS, AÇÕES OU PRODUTOS DE COMUNICAÇÃO INSTITUCIONAL. OBJETO DO EDITAL Nº 90039/2023 DA CONCORRÊNCIA Nº 90001/ 2024, PROJETO 320004 - 90039/2023 - PCA 2024).",13326938.61,1110578.2175,13326938.61,,,,Contratos.gov.br
00489828000155-1-000108/2023,BRA,2025-01-06T09:07:39,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-30,2024-12-30,2025-12-30,81243735001977,PJ,48330.000277/2023-21,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,POSITIVO TECNOLOGIA S.A.,,00037,"{'id': 3, 'nome': 'Informática (TIC)'}",2024,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",37,2024-12-31T11:10:48,,,2025-04-02T09:13:44,37115383000153-2-000037/2024,False,1,0,,"O objeto do presente instrumento é a contratação de solução de tecnologia da informação e comunicação, por meio do Registro de preços para a aquisição de equipamentos móveis (notebooks) de ALTO DESEMPENHO, conforme condições estabelecidas no Termo de Referência neste Edital e seus anexos.",822160.0,822160.0,822160.0,,,,Contratos.gov.br
37115383000153-1-000203/2024,BRA,2025-01-06T09:09:09,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-31,2024-12-31,2029-12-31,00082024000137,PJ,48340.006400/2024-80,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,,00039,"{'id': 8, 'nome': 'Serviços'}",2024,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",39,2025-01-02T15:01:19,,,2025-07-17T13:29:58,37115383000153-2-000039/2024,False,1,0,,"O PRESENTE CONTRATO TEM POR OBJETO A PRESTAÇÃO, DE FORMA CONTÍNUA, DOS SERVIÇOS PÚBLICOS DE ABASTECIMENTO DE ÁGUA, ESGOTAMENTO SANITÁRIO E OUTROS SERVIÇOS PARA AS DEPENDÊNCIAS DO CONSUMIDOR NA UNIDADE DE CONSUMO LOCALIZADA NO MINISTÉRIO DE MINAS E ENERGIA, COM SEDE NA ESPLANADA DOS MINISTÉRIOS, BLOCO “U”, NA CIDADE DE BRASÍLIA/DISTRITO FEDERAL, CEP 70.065-900.",401707.15,401707.15,401707.15,,,,Contratos.gov.br
37115383000153-1-000195/2024,BRA,2025-01-10T08:50:54,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-31,2025-01-14,2030-01-14,34028316000707,PJ,48340.004803/2024-94,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,,99125,"{'id': 8, 'nome': 'Serviços'}",2025,"{'id': 1, 'nome': 'Contrato (termo inicial)'}",1,2025-01-08T14:54:55,,,2025-01-10T08:50:54,37115383000153-2-000001/2025,False,60,1,,"CONTRATAÇÃO DE PRODUTOS E SERVIÇOS POR MEIO DE PACOTE DE SERVIÇOS DOS CORREIOS MEDIANTE ADESÃO AO TERMO DE CONDIÇÕES COMERCIAIS E ANEXOS, QUANDO CONTRATADOS SERVIÇOS ESPECÍFICOS, QUE PERMITE A COMPRA DE PRODUTOS E UTILIZAÇÃO DOS DIVERSOS SERVIÇOS DOS CORREIOS POR MEIO DOS CANAIS DE ATENDIMENTO DISPONIBILIZADOS.",150000.0,2500.0,150000.0,,,,Contratos.gov.br
37115383000153-1-000096/2024,BRA,2025-01-08T18:01:57,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-17,2024-12-17,2025-12-16,08438039000105,PJ,48340.001438/2024-66,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,"EXECUTIVA COMERCIO DE EQUIPAMENTOS DE SEGURANCA, CONSTRUCAO , ENGENHARIA LTDA",,2024NE000107,"{'id': 2, 'nome': 'Compras'}",2024,"{'id': 7, 'nome': 'Empenho'}",41,2025-01-08T18:01:57,,,2025-01-08T18:01:57,37115383000153-2-000041/2024,False,1,0,,AQUISIQAO DE BENS DIVERSOS PARA ATENDIMENTO DE DEMANDAS NO AMBITO DO MME,2121.2,2121.2,2121.2,,,,Contratos.gov.br
37115383000153-1-000096/2024,BRA,2025-01-08T18:11:21,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-17,2024-12-17,2024-12-31,08438039000105,PJ,48340.001438/2024-66,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,"EXECUTIVA COMERCIO DE EQUIPAMENTOS DE SEGURANCA, CONSTRUCAO , ENGENHARIA LTDA",,2024NE000092,"{'id': 2, 'nome': 'Compras'}",2024,"{'id': 7, 'nome': 'Empenho'}",42,2025-01-08T18:11:21,,,2025-01-08T18:11:21,37115383000153-2-000042/2024,False,1,0,,AQUISIÇÃO DE BENS DIVERSOS PARA ATENDIMENTO DE DEMANDAS NO ÂMBITO DO MME.,3970.0,3970.0,3970.0,,,,Contratos.gov.br
37115383000153-1-000096/2024,BRA,2025-01-08T18:20:53,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-17,2024-12-17,2025-12-17,32183517000150,PJ,48340.001438/2024-66,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,LAR E COZINHA COMERCIAL LTDA,,2024NE000093,"{'id': 2, 'nome': 'Compras'}",2024,"{'id': 7, 'nome': 'Empenho'}",43,2025-01-08T18:20:53,,,2025-01-08T18:20:53,37115383000153-2-000043/2024,False,1,0,,AQUISIÇÃO DE BENS DIVERSOS PARA ATENDIMENTO DE DEMANDAS NO ÂMBITO DO MME,11721.2,11721.2,11721.2,,,,Contratos.gov.br
37115383000153-1-000096/2024,BRA,2025-01-08T18:27:26,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-17,2024-12-17,2025-12-17,55998792000127,PJ,48340.001438/2024-66,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,55.998.792 RAFAEL CARDOSO MACEDO JUNIOR,,2024NE000103,"{'id': 2, 'nome': 'Compras'}",2024,"{'id': 7, 'nome': 'Empenho'}",44,2025-01-08T18:27:26,,,2025-01-08T18:27:26,37115383000153-2-000044/2024,False,1,0,,AQUISIÇÃO DE BENS DIVERSOS PARA ATENDIMENTO DE DEMANDAS NO ÂMBITO DO MME,2700.0,2700.0,2700.0,,,,Contratos.gov.br
37115383000153-1-000096/2024,BRA,2025-01-08T18:32:50,"{'cnpj': '37115383000153', 'razaoSocial': 'MINISTERIO DE MINAS E ENERGIA', 'poderId': 'E', 'esferaId': 'F'}",2024-12-17,2024-12-17,2025-12-17,46344050000197,PJ,48340.001438/2024-66,,"{'ufNome': 'Distrito Federal', 'codigoUnidade': '320004', 'ufSigla': 'DF', 'municipioNome': 'Brasília', 'nomeUnidade': 'MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF', 'codigoIbge': '5300108'}",,SUL AGUA EQUIPAMENTOS LTDA,,2024NE000101,"{'id': 2, 'nome': 'Compras'}",2024,"{'id': 7, 'nome': 'Empenho'}",45,2025-01-08T18:32:50,,,2025-01-08T18:32:50,37115383000153-2-000045/2024,False,1,0,,AQUISIÇÃO DE BENS DIVERSOS PARA ATENDIMENTO DE DEMANDAS NO ÂMBITO DO MME.,3649.86,3649.86,3649.86,,,,Contratos.gov.br
